firstName,total,female,male,prFemale
Weiner,1,0,1,0.0
Lola,15,15,0,1.0
Marcelle,3,3,0,1.0
Manuel,38,0,38,0.0
Caritha,6,6,0,1.0
Khenny,2,0,2,0.0
Mitra,6,6,0,1.0
Tallat,2,0,2,0.0
Ahad,1,0,1,0.0
Didier,2,0,2,0.0
Rebwar,145,0,145,0.0
Georgios,6,0,6,0.0
Noha,4,4,0,1.0
Novak,2,0,2,0.0
Cvijeta,27,27,0,1.0
Sabine,23,23,0,1.0
Inge,158,1,157,0.006329113924050633
Mika,23,0,23,0.0
Ludmilla,1,1,0,1.0
Isabella,67,67,0,1.0
Bijan,9,0,9,0.0
Basit,12,0,12,0.0
Anna-Kajsa,8,8,0,1.0
Franklin,8,0,8,0.0
Sten-Ira,5,0,5,0.0
Boye,1,0,1,0.0
Liz-Beth,1,1,0,1.0
T,1,0,1,0.0
Vilma,14,14,0,1.0
Abdisalam,2,0,2,0.0
Ninni,13,13,0,1.0
Abrecha,2,2,0,1.0
Anja,59,59,0,1.0
Olle,428,0,428,0.0
Marcin,17,0,17,0.0
Ama,1,1,0,1.0
Ilan,10,0,10,0.0
Hans-Olle,1,0,1,0.0
Viktoria,53,53,0,1.0
Wahlmy,1,1,0,1.0
Gunvi,5,5,0,1.0
Kjell-Åke,59,0,59,0.0
Muhammed,11,0,11,0.0
Pablo,30,0,30,0.0
Helmer,3,0,3,0.0
Marica,13,13,0,1.0
Tommi,15,0,15,0.0
Guy,23,0,23,0.0
Agnar,2,0,2,0.0
Elvi,7,7,0,1.0
Rode,8,8,0,1.0
Catarina,181,181,0,1.0
Erja,1,1,0,1.0
Björn-Åke,6,0,6,0.0
Katariina,7,7,0,1.0
Hannie,8,8,0,1.0
Bjarnette,7,7,0,1.0
Claes-Åke,4,0,4,0.0
Pehr-Martin,2,0,2,0.0
Sofia,279,279,0,1.0
Vincent,3,0,3,0.0
Zeth,4,0,4,0.0
Donatella,1,1,0,1.0
Kochar,7,7,0,1.0
Samia,6,6,0,1.0
Guillermo,1,0,1,0.0
Carlgunnar,1,0,1,0.0
Imad,2,0,2,0.0
Ulric,28,0,28,0.0
Frank,61,0,61,0.0
Otti,2,2,0,1.0
Claudio,20,0,20,0.0
Edvina,1,1,0,1.0
Ewa-Marie,6,6,0,1.0
Ilir,1,0,1,0.0
Mariya,4,4,0,1.0
Mildred,8,8,0,1.0
Maj-Lis,36,36,0,1.0
Kristine,10,10,0,1.0
Brittinger,4,4,0,1.0
Annakarin,3,3,0,1.0
Murad,4,0,4,0.0
Annemaj,3,3,0,1.0
Eraslan,2,0,2,0.0
KarlErik,2,0,2,0.0
Knut,52,0,52,0.0
Moa,41,41,0,1.0
Carl-Georg,6,0,6,0.0
Turid,4,4,0,1.0
Chen,4,0,4,0.0
Adrian,50,0,50,0.0
Sigvard,83,0,83,0.0
Gunno,4,0,4,0.0
Jens,238,0,238,0.0
Björnove,6,0,6,0.0
Alfonso,19,0,19,0.0
Ene,6,6,0,1.0
Inga,214,213,1,0.9953271028037384
Mehdiye,2,2,0,1.0
Christoffer,191,0,191,0.0
Nils-Åke,24,0,24,0.0
Rickert,2,0,2,0.0
Phoonsuk,1,1,0,1.0
Lucie,2,2,0,1.0
Ylva,249,249,0,1.0
Fata,1,1,0,1.0
Barry,8,0,8,0.0
Wycliffe,3,0,3,0.0
Haidie,4,4,0,1.0
Ulla-Kerstin,2,2,0,1.0
Ariella,5,5,0,1.0
Vagn,2,0,2,0.0
Oliwer,8,0,8,0.0
Rushdi,1,0,1,0.0
Carla,4,4,0,1.0
Britt-Louise,20,20,0,1.0
Moise,1,0,1,0.0
Dag-Eilert,1,0,1,0.0
Natalja,6,6,0,1.0
Lage,17,0,17,0.0
Sylvi,3,3,0,1.0
Eva-Karin,53,53,0,1.0
Elsie-Britt,2,2,0,1.0
Inayat,1,0,1,0.0
Essam,9,0,9,0.0
Drammeh,1,0,1,0.0
Lars-Olof,149,0,149,0.0
Andreas,945,0,945,0.0
Rex,1,0,1,0.0
Germán,1,0,1,0.0
Berthold,12,0,12,0.0
Elise,69,69,0,1.0
Mats-Gunnar,8,0,8,0.0
Gunnie,2,2,0,1.0
Eber,3,0,3,0.0
Terése,1,1,0,1.0
Shashi,2,0,2,0.0
Eje,54,0,54,0.0
Zaida,37,37,0,1.0
Tony,308,1,307,0.003246753246753247
Dietmar,3,0,3,0.0
Jabar,3,0,3,0.0
Centh,1,0,1,0.0
Shahnaz,2,2,0,1.0
Asim,3,0,3,0.0
Lars-Johan,19,0,19,0.0
Paraskevi,12,12,0,1.0
Olli,8,0,8,0.0
Bobo,1,0,1,0.0
Karl-Olof,6,0,6,0.0
Rodrigo,15,0,15,0.0
Bent,3,0,3,0.0
Ingar,3,3,0,1.0
Sirvan,1,0,1,0.0
Nikoletta,2,2,0,1.0
Ann-Helené,1,1,0,1.0
Lucas,25,0,25,0.0
Marvin,4,0,4,0.0
Kalevi,4,0,4,0.0
Ida-Therese,6,6,0,1.0
Refik,2,0,2,0.0
Hilde,5,5,0,1.0
Stig-Rune,2,0,2,0.0
Nalle,2,0,2,0.0
Nobuaki,3,0,3,0.0
Orvar,37,0,37,0.0
Elnaz,4,4,0,1.0
Lars-Magnus,18,0,18,0.0
Eva-Christine,3,3,0,1.0
Turi,1,1,0,1.0
Arto,3,0,3,0.0
Izet,3,0,3,0.0
Amira,2,2,0,1.0
HåGe,9,0,9,0.0
Phär,1,0,1,0.0
Samad,10,0,10,0.0
Jannie,1,1,0,1.0
Brahim,1,0,1,0.0
Perarne,11,0,11,0.0
Enar,6,0,6,0.0
Mariana,70,70,0,1.0
Eva,1889,1889,0,1.0
Aslan,6,0,6,0.0
Ann-Catrin,64,64,0,1.0
Nena,7,7,0,1.0
Czeslawa,1,1,0,1.0
Huda,1,1,0,1.0
Callisto,4,4,0,1.0
Linnea,72,72,0,1.0
Aphram,3,0,3,0.0
Bo-Hilmer,10,0,10,0.0
Dag,196,0,196,0.0
Per-Olow,8,0,8,0.0
Oskar,163,0,163,0.0
Olivier,1,0,1,0.0
Bernhard,55,0,55,0.0
Johakim,2,0,2,0.0
Jonatan,87,0,87,0.0
Edwin,2,0,2,0.0
Can,1,0,1,0.0
Hubert,4,0,4,0.0
Charlie,59,0,59,0.0
Maggie,3,3,0,1.0
Mir,4,0,4,0.0
Lorin,1,0,1,0.0
Massi,1,0,1,0.0
Gamnis,2,0,2,0.0
Manoocher,31,0,31,0.0
Björn-Owe,1,0,1,0.0
Alicia,6,6,0,1.0
Gunni,8,8,0,1.0
Ginger,10,10,0,1.0
Francis,2,0,2,0.0
Arianne,8,8,0,1.0
Ann-Kristin,74,74,0,1.0
Ankie,16,16,0,1.0
Emile,3,0,3,0.0
Bino,3,0,3,0.0
Mahmut,2,0,2,0.0
Bajwa,7,7,0,1.0
RosMari,1,1,0,1.0
Konstantinos,2,0,2,0.0
Rabie,1,0,1,0.0
Sadia,33,33,0,1.0
Gördis,1,1,0,1.0
Kate,4,4,0,1.0
Tor-Erik,1,0,1,0.0
Tevfik,7,0,7,0.0
Sten-Åke,18,0,18,0.0
UllaBritt,14,14,0,1.0
Jerker,130,0,130,0.0
Aso,6,0,6,0.0
Kamar,2,0,2,0.0
Lina,199,199,0,1.0
Marianne,779,779,0,1.0
Herbie,2,0,2,0.0
Zamira,4,4,0,1.0
Linus,117,0,117,0.0
Royne,6,0,6,0.0
Nicolas,4,0,4,0.0
Stefania,1,1,0,1.0
Harriet,81,81,0,1.0
Elisabeth,945,945,0,1.0
Kader,2,0,2,0.0
Malin,605,605,0,1.0
Camille,1,0,1,0.0
Lothar,2,0,2,0.0
Vivi,19,19,0,1.0
Villy,5,0,5,0.0
Ingalisa,1,1,0,1.0
Rickhard,6,0,6,0.0
Stigh,3,0,3,0.0
Wimar,2,0,2,0.0
Wenche,1,1,0,1.0
Brita,120,120,0,1.0
Arnstein,3,0,3,0.0
Eva-Gun,1,1,0,1.0
Thoralf,43,0,43,0.0
Gina,34,34,0,1.0
Sri,1,1,0,1.0
Tor-Björn,3,0,3,0.0
Susana,2,2,0,1.0
Ewa-Rosa,1,1,0,1.0
Cary,2,0,2,0.0
Oiva,6,0,6,0.0
Erszébet,4,4,0,1.0
Ardavan,9,0,9,0.0
Maria,2051,2051,0,1.0
Mahmud,1,0,1,0.0
Carl-Axel,28,0,28,0.0
Ted,57,0,57,0.0
Jaqueline,4,4,0,1.0
Jessicka,6,6,0,1.0
Ivo,38,0,38,0.0
Nicola,8,5,3,0.625
Maurits,1,0,1,0.0
K.,7,0,7,0.0
Gustav-Adolf,1,0,1,0.0
Gopakumar,1,0,1,0.0
Ari,10,0,10,0.0
Muammer,1,0,1,0.0
Pereric,2,0,2,0.0
Gullvi,23,23,0,1.0
Nicole,27,27,0,1.0
PA,2,0,2,0.0
Rob,3,0,3,0.0
Ann-Jeanette,2,2,0,1.0
Margaret,9,9,0,1.0
Toms,14,0,14,0.0
LiseLotte,2,2,0,1.0
Selina,2,2,0,1.0
Gunwald,1,0,1,0.0
Pia-Maria,16,16,0,1.0
Jimmi,7,0,7,0.0
Faid,12,0,12,0.0
Tobbe,1,0,1,0.0
Younas,12,0,12,0.0
Eilif,1,0,1,0.0
Julia,136,136,0,1.0
Dhan,11,0,11,0.0
Ann-Margret,66,66,0,1.0
Fatia,2,2,0,1.0
Stern,1,0,1,0.0
Wigardt,1,0,1,0.0
Beatriz,3,3,0,1.0
Priya,6,6,0,1.0
Rie,3,3,0,1.0
Bea,3,3,0,1.0
Sveza,6,6,0,1.0
Jill,57,57,0,1.0
Gunhild,40,40,0,1.0
Aneta,1,1,0,1.0
Jacques,2,0,2,0.0
Putte,1,0,1,0.0
Siegfried,2,0,2,0.0
Sivert,50,0,50,0.0
Shawqi,4,0,4,0.0
Martha,19,19,0,1.0
Milica,3,3,0,1.0
Kaarina,43,43,0,1.0
Povel,4,0,4,0.0
Dzenita,3,3,0,1.0
Dan-Ove,4,0,4,0.0
Gert-Inge,7,0,7,0.0
Bonnie,9,9,0,1.0
Gizela,13,13,0,1.0
Dehqanzai,4,0,4,0.0
Sana,3,3,0,1.0
Corry,2,0,2,0.0
Elvira,13,13,0,1.0
Vida,5,5,0,1.0
Janneth,5,5,0,1.0
Alf,269,0,269,0.0
Edna,12,12,0,1.0
Ida,189,189,0,1.0
Katrin,46,46,0,1.0
Wille,2,0,2,0.0
Xenia,1,1,0,1.0
Eva-Mai,1,1,0,1.0
Mara,1,1,0,1.0
Ishak,5,0,5,0.0
Svenolov,2,0,2,0.0
Onny,1,0,1,0.0
Linda-Marie,3,3,0,1.0
Elaiza,2,2,0,1.0
Lars-Ove,60,0,60,0.0
Liza-Maria,5,5,0,1.0
Patrik,721,0,721,0.0
Pelle,40,0,40,0.0
Maarten,1,0,1,0.0
Tord,164,0,164,0.0
Brit,4,4,0,1.0
Lars-Owe,2,0,2,0.0
Erlinda,7,7,0,1.0
Mikael,1759,0,1759,0.0
Spiris,1,1,0,1.0
Annmari,8,8,0,1.0
Sholle,2,2,0,1.0
Zarah,6,6,0,1.0
Thyra,1,1,0,1.0
Pauli,10,0,10,0.0
Jan-Inge,5,0,5,0.0
Timo,18,0,18,0.0
Tomas,912,0,912,0.0
Marzavan,1,0,1,0.0
Annsofi,7,7,0,1.0
Elisabet,149,149,0,1.0
Delmaree,2,2,0,1.0
Karl-Gustav,60,0,60,0.0
Ebon,2,2,0,1.0
Iby,1,1,0,1.0
Alvar,12,0,12,0.0
Meit,4,4,0,1.0
Heléna,5,5,0,1.0
Nils-Göran,19,0,19,0.0
Stefaan,3,0,3,0.0
Lars-Göte,3,0,3,0.0
Stette,1,0,1,0.0
Dalala,3,3,0,1.0
Eeva,16,16,0,1.0
Johannes,162,0,162,0.0
Amir,40,0,40,0.0
Amaya,3,3,0,1.0
Kerstin,1400,1400,0,1.0
Elsie,21,21,0,1.0
Kjell-Erik,33,0,33,0.0
Dan,494,0,494,0.0
Leslie,5,0,5,0.0
Rodolfo,2,0,2,0.0
Isabelle,18,18,0,1.0
Karl-Uno,1,0,1,0.0
Gullmar,19,0,19,0.0
Uolevi,2,0,2,0.0
Tekle,3,0,3,0.0
Zalim,7,0,7,0.0
Tauno,7,0,7,0.0
Hector,10,0,10,0.0
Vidar,7,0,7,0.0
Mille,1,0,1,0.0
Orlinda,2,2,0,1.0
Salme,1,1,0,1.0
Kristofer,73,0,73,0.0
Brith-Louise,1,1,0,1.0
Gyrith,6,6,0,1.0
Minna,10,10,0,1.0
Asema,1,1,0,1.0
Yoonis,2,0,2,0.0
Biserka,2,2,0,1.0
JanÅge,6,0,6,0.0
Görsev,7,7,0,1.0
Denana,2,2,0,1.0
Datevig,7,7,0,1.0
Per-Axel,7,0,7,0.0
Dan-Åke,11,0,11,0.0
Yrjö,2,0,2,0.0
Sipal,5,5,0,1.0
Francois,1,0,1,0.0
Gabrielle,8,8,0,1.0
Awad,182,0,182,0.0
Liisa,11,11,0,1.0
Ariana,2,2,0,1.0
Anne,283,283,0,1.0
Bert-Göte,1,0,1,0.0
Anna-Clara,3,3,0,1.0
Eddie,39,0,39,0.0
Reino,22,0,22,0.0
Truls,1,0,1,0.0
Eike,4,0,4,0.0
Hans-Carl,5,0,5,0.0
Ghlenn,1,0,1,0.0
Gottner,2,0,2,0.0
Gunbritt,15,15,0,1.0
AnnLouise,2,2,0,1.0
Osmo,2,0,2,0.0
Johnolov,1,0,1,0.0
Günther,1,0,1,0.0
Cornelis,2,0,2,0.0
Aatos,2,0,2,0.0
Hans-,1,0,1,0.0
Ahti,1,0,1,0.0
Eliseba,15,15,0,1.0
Wivie,1,1,0,1.0
Carl-Gunnar,8,0,8,0.0
Milan,4,0,4,0.0
Thomas,1205,0,1205,0.0
Anto,1,0,1,0.0
Karola,3,3,0,1.0
Anniette,5,5,0,1.0
Rustan,4,0,4,0.0
Li,13,13,0,1.0
Deidre,1,1,0,1.0
Miroslaw,4,0,4,0.0
Inga-Lis,14,14,0,1.0
Lise-Lott,16,16,0,1.0
Ann-Cecilia,2,2,0,1.0
Gundega,1,1,0,1.0
Medin,1,0,1,0.0
Lechi,2,2,0,1.0
Per-Samuel,2,0,2,0.0
Petter,75,0,75,0.0
Tahir,1,0,1,0.0
Elly,34,34,0,1.0
Annelie,251,251,0,1.0
Timmy,14,0,14,0.0
Alex,38,0,38,0.0
Eduard,3,0,3,0.0
Pyry,5,0,5,0.0
Iso,9,0,9,0.0
Sandro,2,0,2,0.0
Vania,1,1,0,1.0
Elin,324,324,0,1.0
Olga,17,17,0,1.0
Zeidi,3,3,0,1.0
Nadja,37,37,0,1.0
Per-Ola,25,0,25,0.0
Jens-Åke,1,0,1,0.0
Teemu,1,0,1,0.0
Maja,46,46,0,1.0
Hibo,6,6,0,1.0
Miroslawa,2,2,0,1.0
Anette,421,421,0,1.0
Ann-Katrine,3,3,0,1.0
Ewa-Leena,6,6,0,1.0
Merja,3,3,0,1.0
Marita,288,288,0,1.0
Bilbo,47,0,47,0.0
Else,47,47,0,1.0
Carita,24,24,0,1.0
Jana,49,43,6,0.8775510204081632
Katali,7,7,0,1.0
Eileen,1,1,0,1.0
Zdenka,8,8,0,1.0
Nicos,2,0,2,0.0
Fisun,9,9,0,1.0
Lillvor,10,10,0,1.0
Juliana,3,3,0,1.0
Vaino,9,9,0,1.0
George,24,0,24,0.0
Violet,9,9,0,1.0
Björn-Olov,1,0,1,0.0
Semaan,3,0,3,0.0
Ann-Catrine,11,11,0,1.0
Ljubi,1,0,1,0.0
Nedzad,11,0,11,0.0
Ethel,18,18,0,1.0
Bernth,6,0,6,0.0
Lou,1,1,0,1.0
Clas-Jörgen,1,0,1,0.0
Oksana,52,52,0,1.0
Ninna,1,1,0,1.0
Milena,15,15,0,1.0
Inkeri,1,1,0,1.0
Saad,9,0,9,0.0
Careen,1,1,0,1.0
Lars-Ebbe,1,0,1,0.0
Ragnar,79,0,79,0.0
Faisal,4,0,4,0.0
Ewa-Britt,2,2,0,1.0
Pirita,9,9,0,1.0
Heiko,1,0,1,0.0
Ann-Kristine,11,11,0,1.0
Rola,2,2,0,1.0
Thonny,1,0,1,0.0
Figge,1,0,1,0.0
Softa,2,0,2,0.0
Aktar,3,0,3,0.0
Suzanna,2,2,0,1.0
Bengt-Olle,4,0,4,0.0
Dhurata,2,2,0,1.0
Bertram,2,0,2,0.0
Margitha,2,2,0,1.0
Matts,54,0,54,0.0
Micheline,1,1,0,1.0
Keivan,2,0,2,0.0
Alexis,21,0,21,0.0
Hakon,1,0,1,0.0
GunMarie,10,10,0,1.0
Pär-David,1,0,1,0.0
Svend,9,0,9,0.0
Rosalind,2,2,0,1.0
Paz,2,2,0,1.0
Nâll,7,0,7,0.0
Ameli,1,1,0,1.0
Bekim,2,0,2,0.0
Zanna,17,17,0,1.0
Gary,14,0,14,0.0
Angelina,1,1,0,1.0
Yngve,115,0,115,0.0
Asso,8,0,8,0.0
Jacqueline,51,51,0,1.0
Franziska,18,18,0,1.0
Jananders,2,0,2,0.0
Mia,168,168,0,1.0
Nils-Ingvar,29,0,29,0.0
Rane,2,0,2,0.0
Anni,2,2,0,1.0
Sergio,20,0,20,0.0
Rene,8,0,8,0.0
Margurite,1,1,0,1.0
Boine,4,0,4,0.0
Anna-Therése,2,2,0,1.0
Johann,6,0,6,0.0
Dilan,14,14,0,1.0
Conny,259,5,254,0.019305019305019305
Annalena,11,11,0,1.0
Kisti,1,1,0,1.0
Kennerth,8,0,8,0.0
Esko,8,0,8,0.0
Andrine,4,4,0,1.0
Tenny,1,0,1,0.0
Lars-Einar,11,0,11,0.0
Brage,4,0,4,0.0
Cari,9,9,0,1.0
Bawar,8,0,8,0.0
Lars-Ingvar,15,0,15,0.0
Alessandro,1,0,1,0.0
Cemile,3,3,0,1.0
Viking,10,0,10,0.0
Snild,31,0,31,0.0
Annétthe,6,6,0,1.0
Mebrat,2,2,0,1.0
Ann-Gret,7,7,0,1.0
Seth,17,0,17,0.0
Dan-Christer,1,0,1,0.0
Nasser,3,0,3,0.0
Mohammad,70,0,70,0.0
Khalouta,1,0,1,0.0
Baby,2,2,0,1.0
Nidia,2,2,0,1.0
Peteris,1,0,1,0.0
Atman,3,0,3,0.0
Natalie,10,10,0,1.0
Nita,9,9,0,1.0
Agnieszka,2,2,0,1.0
Wojciech,15,0,15,0.0
Rudi,10,0,10,0.0
Jut,10,2,8,0.2
Lotte,10,10,0,1.0
Marileen,2,2,0,1.0
Oleg,10,0,10,0.0
Rashid,5,0,5,0.0
Ove,374,0,374,0.0
Armin,1,0,1,0.0
Ulla,762,762,0,1.0
Pa,4,0,4,0.0
Sirpa,17,17,0,1.0
Kay,20,6,14,0.3
Dane,2,0,2,0.0
Ylwa,4,4,0,1.0
Josefine,91,91,0,1.0
Dominique,3,1,2,0.3333333333333333
Ata,2,0,2,0.0
BrorJohnny,1,0,1,0.0
Marielle,2,2,0,1.0
Aram,111,0,111,0.0
Sepideh,2,2,0,1.0
Anelia,7,7,0,1.0
Wiggo,1,0,1,0.0
Klaus,19,0,19,0.0
Bror,61,0,61,0.0
Kiomars,1,0,1,0.0
Murvet,2,2,0,1.0
Gottlieb,2,0,2,0.0
Maqsood,2,0,2,0.0
Shai,1,0,1,0.0
Celso,1,0,1,0.0
Farid,11,0,11,0.0
Herta,14,14,0,1.0
Berndt,109,0,109,0.0
Knut-Dag,1,0,1,0.0
Azra,5,5,0,1.0
Irén,5,5,0,1.0
Hanif,3,0,3,0.0
Salina,2,2,0,1.0
Stig-Ola,4,0,4,0.0
Dan-Peter,1,0,1,0.0
Jeannette,7,7,0,1.0
Navid,1,0,1,0.0
Trond,11,0,11,0.0
Domokos,1,0,1,0.0
Anna-Greta,37,37,0,1.0
Frank-Johan,1,0,1,0.0
Eghbal,5,0,5,0.0
Otto,25,0,25,0.0
Ain,4,0,4,0.0
Kemal,8,0,8,0.0
Ulrica,82,82,0,1.0
Seija,10,10,0,1.0
Rosalina,1,1,0,1.0
Nils-Evert,8,0,8,0.0
Ewa-Maria,1,1,0,1.0
Alicja,22,22,0,1.0
Aziz,8,0,8,0.0
Idriz,2,0,2,0.0
Ulla-B.,2,2,0,1.0
Bo-Anders,8,0,8,0.0
Curth,4,0,4,0.0
Ammar,29,0,29,0.0
Karl-Anders,2,0,2,0.0
Frieda,1,1,0,1.0
Bror-Inge,1,0,1,0.0
Bo.G.,1,0,1,0.0
Gulliver,10,0,10,0.0
Valborg,5,5,0,1.0
Osama,12,0,12,0.0
Inger,1072,1072,0,1.0
Pär-Olof,2,0,2,0.0
Stig-Lennart,1,0,1,0.0
Lars-Henrik,1,0,1,0.0
Marek,2,0,2,0.0
Vehid,3,0,3,0.0
Betty,6,6,0,1.0
Sandra,316,316,0,1.0
Tiba,3,3,0,1.0
Tovar,1,0,1,0.0
Thor,12,0,12,0.0
Bigitta,7,7,0,1.0
Claes,448,0,448,0.0
Ahmet,2,0,2,0.0
AnnaBella,2,2,0,1.0
Audun,2,0,2,0.0
Gitten,4,4,0,1.0
Lars-Thure,1,0,1,0.0
Lari,2,0,2,0.0
Evelina,19,19,0,1.0
Gudmund,2,0,2,0.0
Marsel,4,4,0,1.0
Anastasios,2,0,2,0.0
Dario,5,0,5,0.0
Klas-Göran,24,0,24,0.0
Reynoldh,14,0,14,0.0
Ekrem,1,0,1,0.0
Inga-Sara,4,4,0,1.0
Jeannie,1,1,0,1.0
Yoel,2,0,2,0.0
Tryggvi,4,0,4,0.0
Mats-Ola,6,0,6,0.0
Carmen,25,25,0,1.0
Majbritt,3,3,0,1.0
Alf-Erik,3,0,3,0.0
Suzanne,87,87,0,1.0
Kurddost,2,0,2,0.0
Liona,1,1,0,1.0
Yusuf,29,0,29,0.0
Kärstin,9,9,0,1.0
Raine,2,2,0,1.0
Nils-Gustav,6,0,6,0.0
Curt-Rune,1,0,1,0.0
Ferenc,44,0,44,0.0
Gunvor,117,117,0,1.0
Gunborg,21,21,0,1.0
Jonte,3,0,3,0.0
Kristin,83,83,0,1.0
Eli,16,0,16,0.0
Ajda,4,4,0,1.0
Ullabritt,7,7,0,1.0
Goodarz,2,0,2,0.0
Rosalie,23,23,0,1.0
Nima,7,0,7,0.0
Mainy,1,1,0,1.0
Ivan,82,0,82,0.0
MonaLisa,8,8,0,1.0
Bahruz,7,0,7,0.0
Leif-Arne,4,0,4,0.0
Monika,234,234,0,1.0
Patrizia,2,2,0,1.0
Karl-Göran,19,0,19,0.0
Jöns-Lennart,2,0,2,0.0
Vasiliki,3,3,0,1.0
Michel,85,0,85,0.0
Geza,2,0,2,0.0
Nashat,1,0,1,0.0
Bengt,1612,0,1612,0.0
Kadir,20,0,20,0.0
Péter,1,0,1,0.0
Majken,10,10,0,1.0
Pär-Anders,9,0,9,0.0
Lena-Karin,3,3,0,1.0
Clara,28,28,0,1.0
Enes,6,0,6,0.0
Åsa-Katarina,2,2,0,1.0
Achim,12,0,12,0.0
Vlado,8,0,8,0.0
Ebba,44,44,0,1.0
Bora,2,2,0,1.0
Remy,5,0,5,0.0
Sima,2,2,0,1.0
Rurik,3,0,3,0.0
Karl,408,0,408,0.0
Meta,3,3,0,1.0
Egun,1,0,1,0.0
Abshiro,2,2,0,1.0
Helmi,5,5,0,1.0
Ann-Margreth,16,16,0,1.0
Joacim,36,0,36,0.0
Richard,307,0,307,0.0
Salima,8,8,0,1.0
Tune,3,3,0,1.0
RosMarie,8,8,0,1.0
Eva-Lott,8,8,0,1.0
Sahra,8,8,0,1.0
GullBritt,1,1,0,1.0
Ajsela,4,4,0,1.0
Marthin,1,0,1,0.0
Gunveig,1,1,0,1.0
Pethra,1,1,0,1.0
Karoliina,1,1,0,1.0
Rauf,1,0,1,0.0
Iwona,14,14,0,1.0
Thim,1,0,1,0.0
Sussie,1,1,0,1.0
Salar,6,0,6,0.0
Karl-Åke,10,0,10,0.0
Bo-Göran,44,0,44,0.0
Elving,10,0,10,0.0
John-Olof,12,0,12,0.0
Henrika,16,16,0,1.0
Liudmila,1,1,0,1.0
Curre,20,0,20,0.0
Cristian,3,0,3,0.0
Marjatta,5,5,0,1.0
Lis-Beth,1,1,0,1.0
Johan,1618,0,1618,0.0
Kent-Rune,14,0,14,0.0
Rosmari,13,13,0,1.0
Charlotta,134,134,0,1.0
Stefano,1,0,1,0.0
Carl-Uno,1,0,1,0.0
Tisse,2,2,0,1.0
Solbrith,1,1,0,1.0
Rusica,3,3,0,1.0
Annemon,1,1,0,1.0
Per-Christer,1,0,1,0.0
Bertra,2,2,0,1.0
Meral,4,4,0,1.0
Barthold,37,0,37,0.0
Nisette,4,4,0,1.0
Emmelie,4,4,0,1.0
Uno,115,0,115,0.0
Zlatko,1,0,1,0.0
Miriam-Irene,13,13,0,1.0
Anna-Sara,9,9,0,1.0
Lucy,1,1,0,1.0
Ackad,2,0,2,0.0
Annbritt,7,7,0,1.0
Jabou,1,1,0,1.0
Zahra,4,4,0,1.0
Isabel,23,23,0,1.0
Rose-Marie,161,161,0,1.0
Inga-Lil,1,1,0,1.0
Battal,2,0,2,0.0
Larz,10,0,10,0.0
Kjell-Olov,1,0,1,0.0
Ante,11,0,11,0.0
Henrietta,2,2,0,1.0
Eliaz,1,0,1,0.0
Codruta,1,1,0,1.0
Dorine,2,2,0,1.0
Pierre,182,0,182,0.0
Senija,14,14,0,1.0
Lyn,1,1,0,1.0
Jonaz,1,0,1,0.0
Dêrsim,2,0,2,0.0
Nikolas,8,0,8,0.0
Ann-Cathrine,12,12,0,1.0
John-Åke,2,0,2,0.0
Iréne,128,128,0,1.0
Vanja,45,45,0,1.0
Jan-Evert,33,0,33,0.0
Elli-Marie,1,1,0,1.0
Nader,51,0,51,0.0
Aarne,1,0,1,0.0
Markus,218,0,218,0.0
Solweig,56,56,0,1.0
Leonel,3,0,3,0.0
Jutta,12,12,0,1.0
Walter,16,0,16,0.0
Thamer,2,0,2,0.0
Salma,4,4,0,1.0
Cecilija,12,12,0,1.0
Hysni,1,0,1,0.0
Godfrey,6,0,6,0.0
Jochen,3,0,3,0.0
Wanjira,2,2,0,1.0
Freddy,7,0,7,0.0
Sahar,36,36,0,1.0
Néstor,4,0,4,0.0
Max-Åke,1,0,1,0.0
Anna-Therese,1,1,0,1.0
Mariann,36,36,0,1.0
Kicki,41,41,0,1.0
Edit,6,6,0,1.0
Gerhard,42,0,42,0.0
Krisitna,1,1,0,1.0
Maini,1,1,0,1.0
Eva-Louise,6,6,0,1.0
Beda,2,2,0,1.0
Amani,2,2,0,1.0
Toleif,1,0,1,0.0
Lilith,3,3,0,1.0
Inga-May,3,3,0,1.0
Carl-Martin,4,0,4,0.0
Nils-Henrik,9,0,9,0.0
Besrat,2,2,0,1.0
Nils-Johan,4,0,4,0.0
Arba,6,6,0,1.0
Adriana,1,1,0,1.0
Jaber,2,0,2,0.0
Armina,3,3,0,1.0
Örn,3,0,3,0.0
Udo,3,0,3,0.0
Veronika,49,49,0,1.0
Muhannad,5,0,5,0.0
Carinne,5,5,0,1.0
Hernan,2,0,2,0.0
Linda-Maria,1,1,0,1.0
Dora,8,8,0,1.0
Ivon,1,1,0,1.0
Shilpi,2,2,0,1.0
Hicham,8,0,8,0.0
Roberta,1,1,0,1.0
Raymonda,7,7,0,1.0
Perallan,5,0,5,0.0
Nusreta,3,3,0,1.0
Ros-Mari,10,10,0,1.0
Janolof,2,0,2,0.0
Mariell,1,1,0,1.0
Daisy,2,2,0,1.0
Rauno,3,0,3,0.0
Elli-Karin,1,1,0,1.0
Wenjun,2,2,0,1.0
Zlatan,1,0,1,0.0
Esther,2,2,0,1.0
Zarko,1,0,1,0.0
Gareth,1,0,1,0.0
Paavo,3,0,3,0.0
Sheila,2,2,0,1.0
Dajana,4,4,0,1.0
Gerti,2,2,0,1.0
Runo,7,0,7,0.0
