firstName,total,female,male
GERILZA,1,1,0
JOSETTE,4,2,2
GENOR,9,0,9
LUCIRLEY,2,1,1
NELISA,1,1,0
MICAELA,8,8,0
VAUFRIDES,3,0,3
ODILEI,5,1,4
VALDICEIA,5,5,0
HEINE,3,0,3
VUVA,1,0,1
JORDANIO,4,0,3
WALTERLUZIA,3,3,0
CLEODENIR,2,0,2
HOSTEVALDO,3,0,3
LISTER,6,1,5
ADAGILZA,3,3,0
JOSIVÁ,1,0,1
KALLINE,3,3,0
ISMAELINA,3,3,0
GHEORGE,1,0,1
ZOLNI,1,0,1
EDILINCON,1,0,1
WEDERT,1,0,1
CASANDRA,2,2,0
ELCIENE,9,8,0
OSMARIM,3,0,3
MAOME,2,0,1
EDILMAR,20,2,18
OLÍRIO,3,0,2
ISALDO,4,0,4
EGERSON,1,0,1
CALORINDA,1,1,0
CECELSA,1,1,0
AVANILDO,24,0,24
OSANITA,1,1,0
DEON,1,0,1
JUCIANO,7,0,7
RYOSMAR,1,0,1
IÉDIO,4,0,2
MAGILDO,3,0,2
ALDAISA,7,7,0
ABELARDA,1,1,0
CLAUDEOR,1,0,1
MARCE,2,2,0
NAOMI,2,2,0
LEONINO,14,0,14
ANADIA,5,4,0
ACEDIR,1,0,1
EDINEA,14,12,0
WILMAGNO,1,0,1
JOARLO,1,0,1
NICELENE,1,1,0
NIZETE,11,8,3
CENI,13,11,2
ODIVAR,7,0,7
AGUINES,2,1,1
MARCSON,2,0,2
ELENEIDE,7,7,0
RAFFAEL,2,0,2
KIROKU,3,0,3
ZADAQUE,1,0,1
MARILICIA,1,1,0
KATYANE,4,4,0
ROZANIL,2,1,0
CIDE,7,0,7
ETERNA,6,5,0
REUDRE,1,0,1
ROMECILDO,1,0,1
INDALERCIO,1,0,1
SILVONE,5,2,3
VENCIVALDO,1,0,1
AREILDO,1,0,1
ALCIMARIO,3,0,3
ORDAQUE,2,0,2
MARCOSMAND,1,0,1
AMABÍLIO,1,0,1
ADELZO,1,0,1
ESTANDISLAU,2,0,2
IVANDRA,2,2,0
NOBORO,2,0,2
ODINAMAR,2,0,2
ADINALVO,4,0,4
RONILÇO,2,0,1
RUIL,1,0,1
CLEMAIR,6,5,1
IACIR,1,0,0
GEONIR,1,0,1
SANDOVAL,319,0,299
JAKLINE,6,5,0
ALFONSINA,4,4,0
REGINALD,2,0,2
HERIO,2,0,2
LARISMA,1,1,0
CLARIMESSO,1,0,1
ÉDLA,1,1,0
ANUELI,1,1,0
GEÓRGIA,7,6,0
RODELCI,2,0,2
ANILSE,3,3,0
DANILE,2,2,0
MERCIDIO,2,0,2
SUELANIA,1,1,0
MILNES,2,0,2
EVILÁZARO,1,0,1
ZAIN,3,3,0
HERLING,2,0,2
JOVANILTON,3,0,3
EVANIZIO,1,0,1
NICODEMIOS,1,0,1
OMAK,1,0,1
LIBERTY,1,0,0
THEOPLISTES,5,0,5
ANTERLINO,3,0,3
LUDENIR,1,0,1
DINORVAN,1,0,1
CLEONISE,1,1,0
ROQUEVAM,3,0,1
OLEVIR,1,0,1
RHAYALLA,1,1,0
IZENAIDE,1,0,0
BALDUINO,55,0,51
DOMILTON,1,0,1
DERLIEY,1,1,0
ARLAI,1,0,1
GRINAURIA,1,1,0
EZIQUIAS,1,0,1
TENILSON,3,0,2
DOVACI,2,2,0
JEKSON,2,0,2
ELIZI,1,0,1
JEZIMAR,2,0,2
CALVO,1,0,1
TALLYSON,1,0,1
EUTERPE,1,1,0
SHEWRY,3,1,0
GLAMIS,2,2,0
GLEIZANE,1,1,0
MARCELA,207,194,1
HENDRESON,1,0,1
DIANEY,1,0,1
DEISI,11,10,0
TALISON,1,0,1
ISLANDIA,4,4,0
CALILA,2,2,0
ADENOR,90,0,83
EUGENE,2,0,2
ELVANDIL,1,0,1
NIVANDILSON,1,0,1
RENES,19,1,15
LAUDIRA,2,2,0
ONACIO,2,0,1
DYVETE,1,1,0
ADALCIDÁLIO,1,0,1
ZILBERTO,3,0,3
DOROTILDES,3,3,0
LAURI,277,6,266
SIDALINA,2,2,0
JUCENI,4,4,0
ERICK,93,0,86
NORBELIO,2,0,2
GESSINER,1,0,1
SINCLAIR,7,1,6
ÉRICKA,1,1,0
ENILA,1,1,0
ERICLÉIA,1,1,0
MARISTANE,6,6,0
NILZENI,2,2,0
MOZAMIR,1,0,1
NARDO,1,0,1
LOURIVANDA,1,1,0
ADNAM,1,0,1
FELY,1,0,1
MARTINHO,339,1,317
RILSON,7,0,5
ACILEA,1,1,0
DADID,1,0,1
ONEIDO,1,0,1
ROBEN,2,0,2
JONDRA,1,0,1
WOLLGRAN,2,0,2
CIRALDO,4,0,4
ALDENILDO,1,0,1
GLEUDISTRON,1,0,1
EUNICIANA,2,2,0
EBERVAL,6,0,6
ZELICO,2,0,2
NIVETE,5,3,0
ODELCI,2,0,2
CEZZAR,1,0,1
NOELSO,3,0,3
LEONTILDES,1,0,1
ADENILZA,22,21,0
CACILENE,2,2,0
MÁTRIA,1,1,0
EKILDISON,1,0,0
CIRLANDO,2,0,2
EDINILSON,76,1,73
JOSÉ,73582,35,69458
LUCIEDER,2,0,1
ZELINHA,3,3,0
ALBERCY,1,0,1
ELITANIA,4,4,0
JUCER,1,0,1
NIVAM,3,0,3
JOTER,1,0,1
JURACLEIDE,1,1,0
NEREYDE,1,1,0
ULTIMA,1,1,0
ARIZIL,2,0,2
UBERLÂNDIO,4,0,4
ROSSINI,14,0,14
FLEDYS,1,0,1
LOUCIVOL,1,0,1
ADELARIO,2,0,2
ERLEIDE,2,2,0
EDIMI,2,0,2
LAUDETE,5,2,3
JARDENE,4,2,0
JILIERME,1,0,1
TYAILLEN,2,2,0
ELAIR,39,11,26
JACIELBE,1,1,0
JOVERCINO,21,0,21
LUCIRLENY,2,2,0
ENILCEA,1,1,0
ZILÉZIA,1,1,0
EVILENE,4,4,0
WALT,2,0,2
MARQUINHOS,1,0,1
ELVENIR,2,2,0
EDINILDO,4,0,4
GUTO,3,0,2
AMOZ,2,0,2
JOSSANTOS,1,0,1
WILPIDIO,1,0,0
MARIAMA,2,2,0
ADENIRO,1,0,1
NEILIENE,3,3,0
ELIZABETEH,1,1,0
REINERE,1,0,1
JUCIMERY,1,0,0
ADALBERIO,1,0,1
ALDEZIRO,4,0,4
JONACIR,9,0,9
JOZIMILTON,1,0,1
OFIRNEY,1,0,0
NASARE,1,1,0
VENCERLINO,2,0,1
ADELVACI,3,0,3
OCTILIA,1,1,0
ATANAEL,31,0,29
JOSLIA,1,1,0
EUNIDE,1,0,1
LICIVALDO,3,0,3
GLESIANE,1,1,0
GESION,4,0,4
OLDEMIR,6,0,4
HANDESON,2,0,2
JACINÉIA,4,4,0
NICÁSSIA,1,1,0
ROSILMAR,5,0,5
ELDEBERGUE,1,0,1
NEUZARINA,2,2,0
NATAMIAS,1,0,1
GLAUDSTON,1,0,1
DARIELDO,1,0,1
ALAILCE,4,4,0
VALENO,1,0,1
ETELVI,1,0,1
KÁSSYO,2,0,1
IRANDIRA,1,1,0
OTACIANA,2,2,0
HELIDO,6,1,5
CLAUDIVANIA,5,5,0
MARUEDSON,4,0,4
VALDICEA,1,1,0
HEBERTE,10,0,6
VANEIDE,34,31,0
VALDEMILIA,1,1,0
WYLLAS,2,0,2
WÁLISON,2,0,2
MARFIZA,3,0,2
INGLAER,2,2,0
ELMANUEL,1,0,1
GIVANILDA,15,15,0
TERTO,6,0,6
AZEDY,1,1,0
ASANIAS,1,0,1
SUNANDA,1,1,0
TERTULINO,11,0,11
EDALVO,6,0,6
ORONDES,5,0,5
EDIRCY,1,1,0
IARA,433,387,2
JRIVALDO,1,0,1
LEONCO,1,0,1
VALDELÍCIA,1,1,0
CARDIVANDO,1,0,1
JALMEIR,3,0,3
INARA,15,15,0
ROANE,1,1,0
IDELFONSON,1,0,1
ALBÉLICA,1,1,0
GERPHTER,2,0,2
ARTICLINIO,3,0,3
DIB,7,0,4
VALDENÍCIO,4,0,4
EDJALES,1,0,1
PEACEDE,1,0,1
JUSSINARIA,1,1,0
VEDI,3,2,1
MICIRLENE,1,1,0
ELDEMIR,3,0,3
ADICLETO,1,0,1
EDEVARD,1,0,1
GEORLANDO,3,0,3
JEIPHANIE,1,1,0
VALJEAN,1,0,1
MOSELITA,1,1,0
CLÉBISON,1,0,0
MAGRID,1,1,0
BALDIMEA,1,1,0
VAUDECIR,2,0,2
ADORMAN,1,0,1
GILDOMAR,46,0,42
JAQUES,112,0,93
ADVANUSIA,1,1,0
PRISCYLA,3,3,0
ODINA,2,2,0
LUZILENE,17,17,0
GREISSY,2,2,0
ORANCIBIO,2,0,2
AGERZIRIO,2,0,2
SHILENA,1,1,0
THOURNILON,1,0,1
ARYENE,3,2,0
CLEMENTE,294,0,286
JANIARA,2,2,0
MARILEYD,2,2,0
BIAZIO,2,0,2
MARILÚCIO,1,0,1
BELINI,9,0,7
ECLINILDO,1,0,1
ADIVANIL,2,0,1
DEGIVALDO,4,0,4
DULCICLÉIA,1,1,0
ERROL,3,0,1
ÁGIDO,1,0,1
WELETON,1,0,1
HEDILENE,5,5,0
JURAMI,7,0,7
HAYDEN,3,0,3
ODER,5,0,3
GIAN,31,0,28
JANNYS,3,0,3
DOMICES,2,2,0
GIRLANDE,1,1,0
JOSSÉLIA,1,1,0
NEONE,3,3,0
IZAURINA,5,5,0
HILDACY,2,2,0
TEODULO,6,0,6
CHARLEANE,1,1,0
NÁSSER,1,0,1
VISTREMUNDO,1,0,1
ALAILDE,2,2,0
VASCONSELO,1,0,1
JIDEON,2,0,2
SUNEY,1,1,0
GUSAMAR,1,0,1
MAXIMINIO,3,0,3
JOSCIELMA,1,1,0
JEDENIR,1,1,0
LAFYETTE,1,0,1
ORESI,1,1,0
ELIONIDIO,3,0,3
AVECINO,3,0,3
ADELIAS,1,0,1
DUCARMO,5,3,2
CRESMA,1,1,0
CLODIMAR,5,0,5
GELONISIA,1,1,0
VALDINEIVA,1,1,0
SIDALVA,4,4,0
JAGUARANDI,1,0,1
CAUDENIR,1,0,1
ALVESMAR,3,0,3
VALCEI,1,0,1
JILVANO,2,0,2
ROSEMBERG,66,0,59
GENYR,2,2,0
DORLEY,1,0,1
JANECLEIDE,1,1,0
JESMAR,3,0,3
NEUDES,8,2,6
ELEONISE,1,1,0
LORANY,1,1,0
CALIR,3,0,3
VANITO,2,0,2
NOENILA,3,3,0
VALDEMÃ,4,0,4
DELSEMIR,2,0,1
ELIÁ,6,0,3
RODIONEY,1,0,1
WINICIUS,4,0,4
HILDEBRANDE,3,0,3
GEDIANA,1,1,0
STÊNIO,24,0,21
ODIENE,1,1,0
ERIEDNA,1,1,0
PATROCINIA,3,3,0
AROUDO,6,0,6
RILDISON,1,0,1
TIHARU,1,0,1
MOURIVAN,2,0,2
DANIKS,2,0,2
LUDIMILIA,1,1,0
AGAILTON,3,0,3
CILEUSA,1,1,0
ELAÍNE,2,1,1
ADERVANDE,1,0,1
ROSIMEIVA,1,1,0
FECUNDO,2,0,2
REQUELMO,2,0,2
LECARDE,1,0,0
EDJACKSON,3,0,3
CALINI,2,2,0
LINDIVALDA,1,1,0
GEORGINTON,1,0,1
JURENE,2,2,0
ROSENE,2,2,0
NEURISMAR,7,4,3
FLAVINALDO,1,0,1
VALTERLO,1,0,1
OLIEL,5,0,5
NIVALDINA,5,5,0
TELZA,1,1,0
OLEZIE,1,1,0
MURILO,448,0,389
JURAZIL,1,0,1
DORIELDES,1,0,1
JUDACI,2,0,2
ROGELDO,1,0,1
DEIZE,33,32,0
FABIELE,2,2,0
LINDINE,1,1,0
CRIZOMAR,2,0,2
DENIZARTE,4,0,4
ODEIDE,4,1,3
JILIATE,1,0,1
DINALMY,4,4,0
MARCELLE,14,11,0
EVENIL,1,0,1
ABEDENEGO,1,0,1
VALVI,2,0,2
ROSALEM,2,0,2
ALADINHO,1,0,1
HEROVIL,1,0,1
BELINILSON,1,0,1
WALQUIRIO,4,0,4
RAIRA,2,2,0
DARCILEU,1,0,1
VERGINIO,11,0,11
LOURÊNÇA,1,1,0
VERIDIANA,47,44,0
MILITÃO,24,0,23
IVANORA,2,2,0
ALCINARA,1,1,0
TAKAKO,1,1,0
RAYLAN,3,0,3
LARRIR,4,0,4
ADENADIO,1,0,1
GRAZIELLI,1,1,0
NEUMARNI,1,1,0
EDMÍLIA,1,1,0
ASTINO,1,0,1
ABRELINO,19,0,19
UNCLAS,1,0,1
ARTIDORIO,1,0,1
LAUDENIR,19,1,18
STELUZITA,1,1,0
ARMANO,2,0,2
RIANDERSON,2,0,2
RONYERVESON,1,0,1
ODESVALDO,4,0,4
EDIVIR,1,0,1
ALUIZA,2,2,0
NOCHETE,3,0,3
REUDES,1,0,1
ICARO,23,0,21
AZUIR,10,0,9
ELÍDIO,9,0,9
SIDINEY,90,2,86
EMÉRITA,1,1,0
JANAIME,1,1,0
ERIETE,1,0,0
WASTERLEY,1,0,1
SILACIO,1,0,1
EROILTO,1,0,1
CÂNDIDA,18,15,0
OZAR,2,0,2
VATUIRES,1,0,1
SOLANILDO,1,0,1
IRATAN,7,0,5
INERCIO,2,0,2
NAZARET,4,4,0
SAVYO,1,0,1
ATEMÍLSON,1,0,1
NELDI,3,3,0
LAURIAN,1,0,1
VALQUIMAR,15,0,12
ADERZINO,1,0,1
DEUZEDETE,3,3,0
ITAMAURY,2,0,1
TADEUSZ,1,0,1
ALUNEY,1,0,1
DEDIONOR,1,0,1
LEYNARD,1,0,1
GILZIMARA,2,2,0
LOURISVALDO,51,1,49
LESLEY,3,1,2
UDILMAR,1,1,0
SAMLLA,1,1,0
EUCLÉCIO,3,0,3
LADEMIRO,5,0,5
RENALDA,3,3,0
SOANIR,1,1,0
LEOARREN,3,0,0
EDILACI,1,1,0
CANICIO,2,1,1
ROSLENE,2,2,0
NADIJAELSON,1,0,1
JUALLISON,1,0,1
SIDÁRIO,1,0,1
AFRÂNIO,79,0,72
VULMÁRIO,2,0,2
GÉSIO,12,0,12
TALIANE,2,2,0
ALDORANDO,4,0,4
JULLIANY,2,2,0
ENGELL,2,0,2
VALDICELMO,4,0,4
APONISIA,1,1,0
ATILIANO,5,0,5
SUZICLEIDE,1,1,0
VALDONEZ,10,0,10
KIUTY,1,0,1
GARIBALDI,25,0,16
ELEAZAR,16,0,14
ARCILEI,7,1,6
EDINO,62,0,56
ILNAN,3,3,0
VERÍSSIMO,23,0,23
MARIUADIR,1,0,0
ALDERLEY,2,0,2
WATSON,23,0,20
VETER,9,0,5
VALDIR,4683,3,4480
JOSIELMA,9,9,0
GICELIA,12,12,0
DOELSON,2,0,2
GRASSINO,1,0,1
ORIBERTO,4,0,4
FRANCELIA,1,1,0
ERCILENA,1,1,0
ELEANE,4,4,0
CATEA,1,1,0
JOSIENE,43,38,4
JUBIRATAN,7,0,7
DEUTON,2,0,2
PATRICIANA,1,1,0
REGIVANDO,3,0,3
ARQUIMEDIO,3,0,3
BALHMAN,1,0,1
ZENIDE,2,2,0
LECIR,11,7,4
ILZANAIDE,1,1,0
DANNA,1,1,0
DAYAME,1,0,1
CARSON,2,0,2
KLENER,2,0,2
ARENALDO,15,0,15
EUSI,1,1,0
OUVIMAR,1,0,1
ZÉNON,1,0,1
BENELSON,1,0,1
VALDIVONE,1,0,1
EDENIZIA,2,2,0
DELCIDES,49,0,45
CRAUCTON,1,0,1
LAIZ,12,12,0
JOSEMARCOS,1,0,1
ALOYZIO,2,0,2
ADAITO,3,0,3
RÓSULA,1,1,0
OLEDAIR,4,0,4
NECIVALDO,9,0,9
CALIMERIO,6,0,6
CLAUDINNER,2,0,2
EVILÂNIA,2,2,0
IDELE,1,0,1
DIULIANO,1,0,0
FARISTON,2,0,2
GLEYDVANIA,1,1,0
EDELAIDE,1,1,0
HORLEI,1,0,1
VARLANDO,1,0,1
NATERCIA,5,5,0
OUDAIR,1,0,1
LELITA,4,4,0
ANELUCE,1,0,1
EDIRLEY,5,0,5
LEDEIR,2,0,2
ZALITEIA,1,1,0
EDÉVIO,1,0,1
ADEMERCINO,2,0,2
CRISTA,1,1,0
AMIRACI,1,1,0
NEANDER,3,0,3
VALDONETE,1,1,0
ANALTO,6,0,5
VANNA,1,1,0
RISLEY,1,0,1
LUSANA,1,1,0
ODEBIO,1,0,1
ADILENO,1,0,1
SÂMELA,1,1,0
ADANILSON,4,0,4
HEWITSON,2,0,2
BETRONIO,2,0,2
VALDYER,1,0,1
RELMSON,1,0,1
TERMOZIRES,2,0,2
ETSO,1,0,1
VAELME,4,0,4
GRACILDO,5,0,2
HELOILSON,1,0,1
HONÁRIO,1,0,1
ADALVADIR,1,0,1
JEHUL,1,0,1
ELOIRLES,2,2,0
ANALUCI,2,1,0
EZEQUÍAS,1,0,1
MARLENE,2544,2434,17
ELIDIVÂNIA,1,1,0
UALISSON,1,0,1
HELCIUS,2,0,1
YUSSEF,5,0,4
ADALGIZO,6,0,6
ELINORA,4,3,0
ALCIDENOR,1,0,1
NAZIDI,2,2,0
LETELIE,1,0,1
GLADSTYNE,1,1,0
JONEDINA,3,3,0
ODALILDO,2,0,1
ELENILVA,1,1,0
YEO,2,0,1
RÉGIA,2,1,0
EDINARDO,21,0,19
ABCELI,1,0,1
EMYLIO,1,0,1
ANEZANTO,2,0,2
ROBÉRICO,4,0,4
ALDIZIA,1,0,0
VANDERLANJA,1,1,0
EDINIR,9,3,6
RESILDA,1,1,0
LEOZILDO,5,0,5
CLEUZELI,7,7,0
ETEVILNA,1,1,0
JOCILÉA,2,2,0
HERNEGILDO,1,0,1
CLODAIR,4,0,4
JACINTHA,1,1,0
ANGELA,1865,1769,9
ACÊ,2,0,2
FILIZBERTO,1,0,1
JOUBERTH,3,0,3
GERLES,3,0,3
NATALIANE,2,2,0
GILDESIA,3,3,0
ADJUVANA,1,1,0
IRRAILDO,2,0,2
ELISVÂNIA,1,1,0
PAULÍRIO,1,0,1
DISALVIO,2,0,2
NADIO,5,0,5
VALCLIDES,2,0,2
VANDEM,1,0,1
SELIZE,2,2,0
WANDERLENE,3,3,0
GENOZIL,2,0,2
VALTENIR,36,0,33
VALDELCI,1,0,1
ODIBERT,1,0,1
NATIEL,3,0,3
MATILDE,161,153,3
JAVERTH,1,0,1
GOMERCINO,2,0,2
JENIS,3,0,2
RAIMON,7,0,7
ROSSINY,6,0,6
LENIRA,73,67,1
RIQUELMO,1,0,1
DEDISIO,1,0,1
MARKSON,3,0,2
ELIÊUDO,1,0,1
SIDILENI,2,2,0
ROSALUCE,1,1,0
JENNI,1,1,0
HYGINO,9,0,7
UBIRITAN,1,0,0
OCIELIO,1,0,1
ZINIDEIA,1,1,0
ELZIRA,46,44,0
SILÉA,1,0,0
ÀDAMO,1,0,1
OROTIDES,5,0,5
DIRLENIA,1,1,0
ELEAZARO,2,0,2
KID,1,0,1
HELKWS,1,0,1
DEDIEL,2,0,1
LENARDO,1,0,1
NILCRIMALDA,1,1,0
ELCIO,535,0,493
ROSÂNGELO,2,0,2
OTOM,1,0,0
ABORACY,3,0,2
CARLEONDAS,4,0,4
IZABETE,17,15,0
NAGIELE,1,1,0
GILNETE,1,1,0
GLENY,1,1,0
JOHNIMETTIS,1,0,1
VALDONIAS,1,0,1
MARILUCY,1,1,0
VIVARTE,3,0,3
CLAUDYNEI,1,0,1
GALILEO,5,0,5
GLAUCINETE,5,5,0
ATAHYDE,3,0,3
GELIR,1,1,0
JOAAB,2,0,2
ILDEFONSA,1,1,0
RUSEMBERG,3,0,2
VAGUISMAR,1,0,1
AURIZIO,3,0,3
ADALÍCIO,2,0,2
ARGENIDES,1,1,0
TELHA,1,1,0
ODENI,10,2,7
GLEIDESTON,1,0,1
DESDEMONA,2,2,0
AUDA,10,10,0
ERISLAN,2,0,2
VANEI,23,0,23
ARDERINO,1,0,1
JOACILEI,2,0,2
FILINDO,4,0,4
EURILDO,1,0,1
HERTZ,8,0,7
NOEDSON,4,0,4
JORGIAN,2,0,2
IDELVANIO,1,0,1
UELBER,2,0,2
ADDISON,3,0,3
EBEMAR,1,0,1
HELVANIRA,2,2,0
GREYCY,2,2,0
OCIMAR,123,0,116
VANDERLUZIA,2,2,0
CLADEMIR,33,0,32
ARDULINO,1,0,1
EDICLEIBER,1,0,1
JAÍLSON,10,0,10
DIMERSON,1,0,1
NEGTTON,1,0,1
VARDENIL,3,0,3
ELIERSON,8,0,6
MARDEM,14,0,14
OSNIRA,2,2,0
CERZINA,5,5,0
ZENTILHA,1,1,0
CASTOR,7,0,6
JERY,1,0,1
ARIVELTO,10,0,10
YUMIKO,1,1,0
ADEMARA,1,1,0
NEGI,3,0,2
GERINO,15,0,15
ILOISE,1,1,0
EDNELDA,1,1,0
CREUVONSOSTENES,1,0,1
HALEI,1,0,1
MARIALDO,4,0,4
ATSUSHI,1,0,1
EUDIENE,3,0,3
GEZIEL,29,0,27
ELESBON,1,0,1
CACIJERANE,1,1,0
ELOEDIR,1,0,1
DOMERCIL,1,0,1
EUSTAQUIO,144,0,132
AÍRTON,10,0,10
ATAGILDES,1,1,0
DEONISE,3,3,0
SEAN,6,0,6
HIRADIR,1,0,1
JANIMERE,1,1,0
ROSELEI,23,20,3
LAUDEMIRA,5,4,0
VALCILENE,12,12,0
ADACIU,1,0,1
ELIACI,2,0,2
NÉDER,1,0,1
GIILMAR,1,0,1
LIEZE,2,0,2
EGIMARIO,1,0,1
ODARILIO,1,0,1
GILVAN,1199,2,1129
ALVÁRO,5,0,5
MAERBETH,5,0,3
ELCEU,1,0,1
ABIDOM,2,0,2
RISSYA,1,1,0
GUIDUBALDO,1,0,1
DABLES,2,0,2
LINDERLEY,2,0,2
EUDALIO,2,0,1
JOSAFAH,3,0,3
CLAÍZIA,1,1,0
DAVÍ,3,0,3
ONIVAN,1,0,1
HIPOLITINA,1,1,0
MASUEL,1,0,1
ARGENE,1,1,0
NHIVEA,1,1,0
HAURYSON,1,0,1
ARISTELINA,2,2,0
CLEINILCE,1,1,0
VALDIVINIO,1,0,1
ROZEVETE,3,0,3
MISPLI,1,0,1
RESENDE,1,0,1
SWAMY,1,1,0
WEBER,108,0,99
ALVANA,4,4,0
FLAUBERT,8,0,5
IROGILDA,1,1,0
WASCHINGTON,7,0,5
LUZINIRA,2,2,0
WIBSSON,1,0,1
ILDENICIO,2,0,2
BRUNY,1,0,1
VALDIMARY,1,0,0
ELANINE,1,1,0
VANDEGILSON,1,0,1
CLEÂNIA,2,2,0
IOSANA,1,1,0
NAMY,8,0,4
MARIELLA,2,2,0
SEITIRO,1,0,1
LUSIANE,4,4,0
JUCILEI,10,5,5
RAUNILO,1,0,1
MYLENA,5,5,0
GLEUCEMIR,2,0,2
JUCENE,2,0,2
OLMAR,19,0,19
ROSECLAIDE,1,1,0
CIMARIA,1,1,0
OFENIL,5,0,5
SUELINA,1,1,0
EDELANGIA,1,1,0
TRAZÍBULO,2,0,2
CLEYTOM,3,0,3
IROHINA,1,1,0
GLÁUCIA,40,37,0
VELONI,1,0,1
WELLIS,2,0,2
ARILON,3,0,3
VISITACION,1,1,0
INDIANA,3,3,0
ADIMALSON,1,0,1
LAÍDE,6,5,0
PAMMELA,1,1,0
NOENY,1,0,1
ODILÉSIO,1,0,1
RIVARDO,3,0,3
WALCISLEY,2,0,2
JAIDERSON,1,0,1
ONORINDO,2,0,2
GILOME,2,0,2
IZELE,3,3,0
ANAILTO,4,0,4
DAIÇON,2,0,2
SELESTRINO,2,0,2
ONOFRA,12,12,0
JOSELÍ,1,0,1
ODÉLIA,6,6,0
EDPAULO,2,0,2
EDENORA,1,1,0
MONASHINE,1,0,0
GUILHERMANDO,6,0,6
ROMESDETE,1,0,1
RIVERIA,2,2,0
RANNYELLE,1,1,0
HIDELBURGO,1,0,1
ADINAR,1,0,1
JIMMY,23,0,19
JOBAL,3,0,3
TONIVAN,1,0,1
VALDIMILSON,3,0,3
REJANIA,3,3,0
RICHARD,158,0,142
ANDRIO,3,0,3
ALONISIO,1,0,1
GENOVEVA,42,41,0
AFONCO,1,0,1
SEMIANA,1,1,0
HEYDI,1,1,0
NELZIMAR,1,0,1
VALDIZIO,7,0,7
OZÉIAS,29,0,27
ILFRANA,1,1,0
MEIRELEIN,1,1,0
JOCYVALDA,2,2,0
GUMERCIDIO,3,0,3
ENÉDIO,1,0,1
RAIMARY,1,1,0
GLAUCILENE,12,11,1
EUZITA,3,3,0
ZAQUI,1,0,1
MARCINEIDE,4,4,0
IRIVAM,1,0,1
VANRILIA,1,1,0
MARIVAN,26,7,17
GESÉLIA,1,1,0
RICHARDY,3,0,3
GINÉSIO,2,0,2
OTÁCIO,6,0,6
JANNEFER,1,1,0
EDIVALICIO,1,0,1
JAIZO,1,0,0
ARTEMIZA,1,1,0
JOCELENE,8,8,0
GODIALDO,3,0,3
GIULLYANNO,1,0,1
MARILZE,7,7,0
ADANILDE,1,0,0
KAROLYNE,5,4,0
DIONNE,2,1,1
KASSIO,12,0,12
ORSON,3,0,3
CALMITA,1,1,0
JULIOMAR,5,0,5
THAYLLA,1,1,0
JOTEAL,3,0,3
GÉVIO,1,0,1
EVILEUZA,1,1,0
LUCRY,3,0,3
ORNY,4,1,3
RIVÉRIA,2,2,0
FLORINNO,1,0,1
JOSNALDO,1,0,1
IRÉLIO,1,0,1
CARPEGIANI,2,0,2
AZILMA,2,2,0
GILVANE,66,19,42
UVALNILCIO,1,0,1
ARMINDA,41,41,0
LORENA,136,132,1
HARDI,17,0,17
KATIUSCIA,21,18,0
LERIS,2,1,1
SANTANA,51,24,26
ISMARA,3,3,0
NERICE,1,1,0
ALMERISIO,2,0,2
GERDIAN,2,0,2
VALDINÁ,4,0,4
DARCILO,21,0,21
LAEDIR,2,0,2
GESSIVONE,1,1,0
ISLETE,1,1,0
JOANAYLMA,1,1,0
AFILO,1,0,1
PORTALÍCIO,1,0,1
IZELINA,1,1,0
ONESÍFERO,1,0,1
GENARIO,78,0,72
ADINILTON,1,0,1
CLEIRIANE,2,2,0
ROBERINARDO,1,0,1
BEPNHOTI,1,0,1
GERLOS,4,0,4
FERNANDINA,3,3,0
MARINEUDO,1,0,1
ILAINI,1,1,0
WILIMAR,4,0,4
CIONEI,1,1,0
ADEZIRO,2,0,2
OVELAR,2,0,2
JANICLEIA,2,2,0
JOSERLINA,1,1,0
SHYDNEY,3,0,0
QUILDO,1,0,1
NARRED,2,0,2
HELIONARDO,1,0,1
ALTREANE,2,1,1
ELISABETA,1,1,0
DAIR,57,8,49
CELIONY,1,0,1
WESLLEI,1,0,1
ABENON,4,0,4
ALIESON,1,0,1
SAKUO,2,0,2
ULY,1,1,0
DARGISIO,1,0,1
LIDIA,317,303,0
WHELLEN,1,1,0
LENINHA,3,3,0
EMERIO,1,0,0
SANOVAL,1,0,1
HELENIVALDO,5,0,5
SELAIR,1,0,1
VALMINEIDE,2,2,0
DEUZIVAM,2,0,2
ARGOS,1,0,1
JERRIANE,1,0,1
VÂNIOS,2,0,2
EVANGELISTA,132,2,123
ARLUZ,1,1,0
INIVALDO,7,0,7
ILHANE,2,2,0
JORCELEY,3,0,3
LIDONIO,1,0,1
NILBERTO,27,0,27
JOELZITO,1,0,1
VAUDICO,1,0,1
ARUQUIA,1,1,0
LUIZIDIO,1,0,1
CLAUDELAINE,1,1,0
DOMARES,1,1,0
DELÍCIA,1,1,0
CLARISVANDO,1,0,1
AULEMAR,1,1,0
WANTIL,1,0,1
RUT,7,6,0
CLAUDENÍSIO,1,0,1
LUPERCIA,1,1,0
JOANZIL,3,0,3
GLAUCIE,2,1,1
JOZÃINE,1,1,0
JOSINELIO,3,0,2
MEIRILANE,5,5,0
ILANE,5,5,0
UWE,1,0,1
HELYSMAR,1,0,1
ESTEVÃO,143,0,136
EDINILCE,2,2,0
MAELINA,2,2,0
AIRIZON,2,0,2
EDONEI,1,0,1
JAMMERSON,1,0,1
