firstName,total,female,male
OZINALDO,5,0,5
AUZIRAN,1,0,1
DOMÉRICO,1,0,1
GESABEL,1,0,1
BENVINDO,53,0,50
SAVÉRIO,7,0,2
DIORAZIL,1,1,0
JOCERLÂNDIO,1,0,1
NELO,7,0,7
CIRLEU,1,0,1
YRAPUÃ,2,0,2
CLONILODO,1,0,1
MARUZA,8,8,0
ALDOCIR,8,0,8
LUCÍDIO,16,0,16
TYRONE,6,0,6
LIDEANE,1,1,0
IRMÁ,1,0,1
FRAUDNEIS,2,0,2
CLEUDEMILTON,1,0,1
EUCIDEMAR,1,0,1
ECIL,7,0,7
LEONARA,6,6,0
GECIONE,4,3,1
ZEZERELITA,1,1,0
ADIMÁRIO,2,0,2
GLAUDO,4,0,3
OSVANIL,2,0,1
JILZEMBERG,1,0,1
MASSUO,4,0,4
ALZENILTON,1,0,1
DEUSAMAR,23,7,14
OSSESIO,2,0,0
RISONETH,1,1,0
LIERALDA,1,1,0
SADY,55,0,55
OSMANEY,3,0,3
HEGLES,1,0,1
SIVANIA,2,2,0
KHLÁUDIO,1,0,1
JACKLINO,1,0,1
GLACILEI,2,0,2
NAOELI,1,1,0
EDELTÔNIO,1,0,1
DHONIVALL,1,0,1
PAMILA,2,1,0
ROZIR,3,2,0
IBÁ,3,0,2
WALDONEI,1,1,0
VANE,5,5,0
DARCY,501,81,391
ROMENCITO,3,0,3
JUREMAR,3,1,2
ALTACI,1,1,0
SANDERLEI,3,0,3
ITALU,1,0,1
ROBES,10,0,10
DELMARTIN,4,0,4
ILDEVANIA,1,1,0
ERIALDA,1,1,0
VERTULINO,2,0,2
ANDRENILSON,3,0,3
MARITSA,2,2,0
SYRNEILY,1,0,0
SILVINEIDE,1,0,0
MARLEY,53,29,22
ZAQUE,2,0,0
VAGLON,2,0,2
BLADEMIR,1,0,1
ROSBAN,2,0,1
SUELAINE,3,3,0
OTELVIO,2,0,2
GLAUCYARA,1,1,0
CLAUDIVIR,1,0,1
AIONARA,1,1,0
LAURICE,9,9,0
NUCIANE,1,1,0
ROZIETE,2,2,0
CARLOIZA,1,1,0
EDILETE,1,1,0
GEOVANIS,2,0,2
IZALDINO,3,0,3
DILLY,2,0,2
DEGMIR,1,0,1
NABE,1,0,1
ERODI,1,0,1
GASSEM,1,0,1
ELENILTO,2,0,2
CRIDIOMAR,3,0,3
NABOPONASSAR,1,0,1
NAGILEY,1,1,0
BARNABE,12,2,9
DIVANO,10,0,10
EDIRLANDIA,1,1,0
ESOIR,1,1,0
EDNALVA,112,108,0
ABEDO,1,0,1
AILDON,1,0,1
ELZAN,1,1,0
ERLIVALDO,1,0,1
CLAUZY,1,0,0
FLAWERTON,3,0,3
VALDIZETE,5,0,4
MARNO,6,0,6
BERILO,11,1,9
LEONIRA,12,11,0
ALDEME,2,0,2
HERISSON,2,0,2
AQUISON,4,0,2
ADAMASTOR,22,0,21
NADIANARA,1,1,0
CHYRLEI,1,1,0
DEBRANDINO,2,0,2
ISDAIR,2,0,2
VOLNER,1,0,1
OSMAURA,1,1,0
JOSÉLITO,1,0,1
NELDIR,3,0,3
MARIUZAM,1,0,1
RAYLENE,1,1,0
JERLUCI,1,1,0
FLORISVANE,1,0,1
SRLENE,1,1,0
NOLICIO,1,0,1
LETO,3,0,3
JOBERIO,1,0,1
IDOMICE,1,1,0
VERGENI,1,1,0
NIVAIRDO,4,0,4
ZENY,15,13,2
EPIFANIA,7,6,0
CLECIO,120,0,110
CECILIANO,12,0,12
ELENICI,2,2,0
CRISONTINO,5,0,5
VILMON,8,0,8
RADAMÉIS,1,0,1
ALEXANDRE,4117,2,3662
IDELICE,1,1,0
LIOVALDO,12,0,12
ADILAILDE,1,1,0
GLEYCIMARA,1,1,0
AMILSON,34,0,32
RONICIO,2,0,2
WALTYR,2,2,0
KAROLY,2,0,2
DORIOCAN,4,0,2
LAURIEL,1,0,1
JOSUBERTI,1,0,0
LUZINETA,3,3,0
DALZIRÊ,1,1,0
VILMAR,1597,7,1531
FRANCINILDO,21,0,20
JHESSYKA,1,1,0
MARDOQUES,1,0,1
DVAIR,2,0,2
RAUDRIN,1,0,0
LIONÍDIO,2,0,2
SEZO,3,0,3
ERADI,4,0,4
THAUMATURGO,2,0,2
GIOMARA,1,1,0
SUELHEM,1,1,0
ARACELI,15,7,2
NORACIL,1,0,1
JABELNITO,1,0,1
PATRUS,4,0,1
EVALDINO,24,0,20
IKATY-X,1,0,1
VALNIELSON,1,0,1
ILONE,5,5,0
MARLIZA,5,5,0
ALPHIO,3,0,2
ARACI,89,77,11
WLADEMIR,49,0,44
REONIDES,2,0,2
JARACY,1,0,0
ZILNENE,1,1,0
THALISSA,1,1,0
ARSONIO,1,0,1
HELBIO,1,0,1
MANFREDI,2,0,2
JUELINA,2,2,0
LIDERCI,2,2,0
LAUDEGAR,1,0,1
HOELITON,3,0,3
JOZIVAL,2,0,2
ORLLENA,1,1,0
GERSONY,3,0,1
SACRAMENTO,2,0,2
EIDIR,2,0,2
ALDEMICIO,3,0,1
OSVANDER,4,0,4
HILARINO,8,0,8
AUDICELIO,1,0,1
BELCIMAR,1,0,1
LUZAEL,1,0,1
EDVANESSA,1,1,0
JULIETH,1,1,0
GRACINO,3,0,3
ERLAINE,7,6,1
MURIQUE,1,0,1
ARABELA,6,4,0
SINHORANDO,2,0,2
ACHURÊ,1,0,1
EDUIGES,1,0,1
JUNGLES,1,0,1
OSLAIR,3,0,3
SILTON,11,0,10
AIANE,1,1,0
DARINE,1,1,0
HISAKATSU,1,0,1
ARISTÃO,1,0,1
CÁTHIA,1,0,0
ADONES,12,0,10
ADELDIR,2,0,2
LUCITENE,1,1,0
IDAZIL,2,0,2
JOCLAU,4,0,2
FRANCA,2,1,1
ARISTÓCLES,1,0,1
CLEOSSON,1,0,1
WENNERKENY,1,0,1
INGOBERTH,1,0,1
HERSINO,1,0,1
ROVALD,1,0,1
GEONIS,1,1,0
IÁRA,2,1,0
SANTUSIA,2,2,0
DIEMES,1,0,1
NARDA,4,4,0
NACI,1,1,0
TÂNEA,3,3,0
AYDÊ,3,3,0
VICT0R,1,0,1
RIVANILSIO,1,0,1
GRACIELA,46,44,0
OLTEGAR,1,0,1
JESIO,6,0,6
RONIERI,1,0,1
SÉFORA,1,1,0
GALEB,2,0,0
EDENAIDE,1,1,0
AZENILDA,3,3,0
LOURENÇA,12,11,0
DOAIR,1,0,1
SYDINEY,5,0,4
HELILSON,1,0,1
ERLANJA,2,2,0
ROBÉSIO,2,0,0
AMAURÍCIO,1,0,1
NILSON,2661,1,2511
FRANCINEYDE,1,1,0
GIVALTO,1,0,1
DELVA,13,13,0
ALEBRANDE,1,0,1
LEAL,1,0,0
LODY,1,0,1
NINOROSS,1,1,0
VALDERLENE,2,2,0
CLEZIAN,2,0,1
DAYANNE,8,7,0
ADERCIO,21,0,21
SILVARDO,1,0,1
SERGUEI,1,0,1
CONCEBIDA,1,1,0
JODIMAR,3,0,3
VAUSNIR,1,0,1
EDIMARLY,1,1,0
SIDARIO,2,0,2
HELLY,2,1,1
RUBERLANDIO,3,0,3
JEANDERSON,4,0,4
CORNELIA,8,7,0
SILVIANA,6,6,0
SHEILY,1,1,0
ADAMS,5,0,5
JARCILENE,1,1,0
ORDANESCO,1,0,1
SHARLA,1,1,0
FRANCIGEUDA,1,1,0
UENDERT,1,0,0
MAXWIL,3,0,3
ANIVAL,6,0,6
CAMMILE,1,0,1
VALCIMIRA,1,1,0
ZANDIO,2,0,2
ANDES,3,0,3
RUIDELVAN,1,0,1
VAMBERG,1,0,1
WACHINTON,1,0,1
KAUI,1,0,1
VASCONCELO,10,0,9
CALUDECIR,1,0,1
LUCINO,4,0,4
ALDEAR,1,0,1
LUCIMAR,774,472,275
ALODIR,5,0,4
EDJU,1,0,1
ADALBÉSIA,1,1,0
DAGLIA,1,1,0
ELEUMBERTO,1,0,1
ASENATH,1,1,0
ARTIDÓRIO,2,0,2
LAISSE,1,1,0
GUEL,1,0,1
ANÁRIO,3,0,3
DELCERO,1,0,1
LARIANA,1,1,0
ÉDI,2,0,2
LUZIANIRA,1,1,0
ORESTO,2,0,2
CLEOMONDES,1,0,1
MACIRLEIDE,3,3,0
ERIARLEY,1,0,1
IOWANDERLEIDE,1,0,0
ZERÇO,1,0,1
ANTOLINA,1,1,0
FANAEL,1,0,1
ROMONOVAL,4,0,4
CLEOCI,6,1,5
ADIJAIR,1,0,1
NAIFSON,2,0,2
GILDELIA,1,1,0
MARIANNY,1,1,0
IBRAINA,7,7,0
RODBERG,1,0,1
ORLANDINHO,1,0,1
ANACÉLIO,1,0,1
ANJO,6,0,6
HELGIO,2,0,2
GERZILENE,1,1,0
ODÉCIO,16,0,16
LACILDES,2,2,0
GILDEBERTO,1,0,1
ANIESE,1,1,0
OACY,2,0,2
MARDEJAMISON,1,0,1
CEZAR,500,1,450
JOVANÍCIO,1,0,1
VIMERSON,2,0,2
AMILAR,9,0,9
SILIMA,3,3,0
IVARIO,1,0,1
ROSYCLEITON,1,0,1
OTACIL,1,0,1
ANTONIM,1,0,1
GELCEMIR,1,0,1
FELINO,5,0,5
DALVONETE,1,1,0
IDERLIANE,1,1,0
GERLUCE,5,5,0
CATAO,2,0,2
NOELHIA,1,1,0
MARINEIA,15,15,0
EDNEZIA,1,1,0
HIUZÉLIA,1,1,0
SEBASATIÃO,1,0,1
HILDIBERTO,1,0,1
ILEISMAN,1,0,1
IZAIR,28,2,26
ANDERCI,1,0,1
EDILCÉLIA,1,1,0
DELMIVAL,1,0,1
SILIANY,1,1,0
LAUDEVINO,3,0,3
DIORGE,7,0,7
VANDECIO,1,0,1
NAXSON,2,0,2
LUPICINO,1,0,1
ZELAIDE,4,4,0
MAGNOVALDO,11,0,10
ZOBSON,1,0,1
NIRTO,7,0,7
DIACIARIA,1,1,0
DELOCI,1,0,1
LEUMA,2,2,0
IURY,13,0,12
JESSIKA,5,4,0
ADERLANE,2,2,0
ANACILIO,1,0,1
EDGLEISON,1,0,1
VALDENY,20,6,13
ÁDREA,1,0,0
ELVECINO,2,0,1
VALDICILENE,1,1,0
FLORESMIL,1,0,1
PALMERINDO,3,0,3
JUVERCINIO,1,0,1
CITONI,1,0,1
EDIBALDO,5,0,5
ALDERITO,5,0,5
ARIBES,1,0,1
EURAIDE,1,1,0
WANDINEY,1,1,0
ILVANEIDE,1,1,0
IDELVAR,3,0,3
ARTAMIRO,1,0,1
JULÉSIA,1,1,0
JACENY,1,1,0
GEDRO,1,0,1
GECILDES,1,1,0
ALETUNIO,1,0,1
CHARDISON,1,0,1
DERVANI,1,1,0
GECEONIR,1,1,0
ILDELFONCIO,1,0,1
HILDEGARDO,13,0,7
CLEUSIMERE,1,1,0
ADAULTO,5,0,5
GESSÊ,1,0,1
LUCIDI,1,0,1
DILSSÉLIO,1,0,1
ALBERCIO,1,0,1
LEUZUILA,2,2,0
FLORENILDO,3,0,3
JASIMI,1,1,0
PARIMÉ,1,0,1
EMETÉRIO,2,0,2
JENNISON,2,0,2
EGLEIDE,1,1,0
MARDINÉCIA,1,1,0
RODIER,1,0,1
EUGINALDO,1,0,1
ELSOM,1,0,0
ALESSANDRO,1181,0,1100
WALMY,5,0,5
ELISABETHE,2,2,0
AGLAE,7,5,2
WASINGTON,5,0,5
LUCIVANDO,4,0,4
CLAUDIOCIR,5,0,5
DIMES,1,0,1
TSIMO,1,0,1
JORJAIR,3,0,3
LEIVINA,1,1,0
ELESSANDRO,12,0,12
CHARLINE,4,4,0
SADIR,10,0,10
ADIOLÉLIS,1,0,1
ENIKSON,1,0,1
OSÓRIO,68,0,64
LAERÇON,2,0,2
TERRENCE,1,0,1
ALZIRLENO,3,0,3
ABINADAR,3,0,3
AGNOMAR,1,0,1
WACI,1,0,1
ARCENIL,3,0,3
JAAN,1,0,0
ULEANDRO,1,0,1
GINEI,2,0,1
DEJAIME,13,0,13
JOSVALDELUZIA,1,1,0
NEIVANIR,2,2,0
NALCIO,1,0,1
RAIDEAN,1,0,1
ADOLPHO,44,0,37
GEZEL,1,0,1
ORACY,12,0,12
EDILÂNIO,2,0,2
EDONILTON,2,0,2
ISTEL,1,1,0
MERES,9,5,4
LEOSANDRO,3,0,3
ARAGACI,2,0,2
ADALMALSON,2,0,2
EBRAIM,2,0,2
ALIZANDRA,1,1,0
ADIELSON,24,0,20
JANCARLOS,4,0,4
MAXCIELLE,1,1,0
DATICLEIA,1,1,0
ESTELINA,19,19,0
CLIDENO,1,0,1
JOARISMAR,4,0,3
REBERSON,1,0,1
EUDRALDO,1,0,1
JHANSEN,1,0,1
QUIRICO,1,0,1
GEORZINETE,1,1,0
MAYNERSON,1,0,1
ALBIRATO,3,0,2
CLAUDEIUDO,1,0,1
JOZIANO,1,0,1
EURÍDIO,3,0,1
DELVECI,2,0,2
DELANE,8,3,5
ADOROALDO,1,0,1
ARCIBILIO,1,0,1
HILMA,42,41,0
ADVANIO,1,0,1
LORRAN,3,0,3
DEONIR,31,0,31
DRAUZIO,4,0,4
ELIMARCIUS,2,0,2
PRYSCYLA,1,1,0
HORST,28,0,28
JEOSIMAR,1,0,1
VANDERLUIZ,1,0,1
CARMONISA,3,3,0
DALILEIA,1,1,0
CARLOSMAR,1,0,1
CILO,4,0,4
YVAN,7,0,4
NUDIMILA,1,1,0
WALCIVANE,1,1,0
HELVO,1,0,1
BALDUÍNO,3,0,3
HIROSI,3,0,3
LUSILDO,1,0,1
JOVENINA,1,1,0
MALQUIAS,2,0,2
HILDETH,1,1,0
DORIFRAN,1,0,1
CREUNITA,2,2,0
EDISSIA,2,2,0
VALDEI,35,2,32
FULGINO,2,0,2
GRAÇA,46,38,1
KEIDIANY,1,1,0
CHARMESON,1,0,1
ALIDÊ,2,0,2
CLAODIMIRO,1,0,1
DELADIER,6,0,4
NILZIMAR,2,1,1
HODIR,1,1,0
JORAIDA,1,1,0
SIDEMAR,15,0,15
ATALMIR,2,0,2
MAURITH,1,0,1
IDELZITO,1,0,1
ZAILSON,3,0,3
DIVONETE,9,8,1
ZLAUDEMIR,3,0,3
VERAMILES,1,1,0
NÉLVIO,1,0,1
JURE,4,0,4
DILTO,17,0,12
LUCIONOR,1,0,1
GALVANE,3,0,3
OBELTRAN,1,0,1
AUGEOMAR,1,0,1
EVILYN,1,1,0
LUCEA,1,1,0
NILZILENE,2,2,0
TRINHO,1,0,1
RUDENIO,1,0,1
OSMIVAL,1,0,1
FREDS,1,0,1
EDITO,2,0,2
EDIMAGNO,1,0,1
DAILA,3,3,0
EYDE,3,1,2
UBIRAMARA,1,1,0
SHELBER,2,0,2
RALFEN,1,0,1
DJANILSON,7,0,7
VALKIMAR,2,0,2
MOARA,4,4,0
JOACIR,207,2,197
AMANDIA,1,1,0
LUCIMERI,13,11,1
ARNASTO,2,0,2
MERSAS,2,2,0
SIDICREA,1,1,0
HAURI,3,0,3
JOCELANDIA,2,2,0
LACIDIO,1,0,1
OZANIA,2,1,0
EUDIJANE,1,0,1
ELIEZIMO,1,0,1
ANTONHO,1,0,1
AILVO,1,0,1
EDERALDO,58,0,55
NEUDIELE,1,1,0
ROSIMER,1,1,0
LIBERALDINO,1,0,1
YASUYUKI,1,0,0
CLEURINALDO,6,0,3
EUZENILDE,2,2,0
HELINALDO,2,0,2
JAKELEUDO,1,0,1
ALIQUEU,2,0,2
CLENES,3,1,2
YHONARA,2,2,0
DEÍLSON,1,0,1
LEDIR,20,2,13
ALDERACY,3,0,3
ENIVONE,3,1,2
LIAO,1,0,1
MILAIR,1,0,1
WAND,1,0,1
GLEYCELANE,1,1,0
DEVARLETE,1,1,0
LAUDENISCE,4,4,0
ADINEA,3,3,0
DIORAN,2,0,1
ROSELITO,17,0,16
IVIA,1,1,0
NERCILIO,9,0,9
LINDOARTE,1,0,1
ELDON,16,0,15
ONDINEZ,1,1,0
ERABETIA,1,1,0
ELANDIO,3,0,3
WARTON,5,0,1
FRANKLANDES,1,0,1
ROY,11,0,5
MILANEZ,2,0,2
JANOT,6,0,4
ZOZIMO,29,0,28
ELIONY,4,0,4
JINELICIA,2,2,0
CLEANI,1,1,0
EBISOM,2,0,2
TARCIO,22,0,20
VERANIZ,2,1,1
FABÍOLA,24,20,0
MAVILSON,1,0,1
GEFERSON,44,0,44
KESCIA,4,4,0
JOSSEVALDO,3,0,3
JURAMIL,1,0,1
RICHELLE,1,1,0
TALDO,1,0,1
VALQUIRO,1,0,1
MESIAS,1,0,1
CLENAUDO,1,0,1
SULEMA,2,2,0
JOSELANIO,2,0,2
OJANDIR,3,0,3
DJAVAN,5,0,5
VONEI,9,0,9
ADNAELSON,2,0,2
ELVELY,1,0,1
MELANIAS,3,0,3
DALAIAS,1,0,1
JISLANI,4,0,1
PERICELLI,1,0,0
GERRY,13,0,13
JANIFE,1,1,0
DORISVÂNIA,1,1,0
SILVONEY,14,0,12
LUCIRLANE,1,1,0
MARTIANE,1,1,0
WAINYLEILA,2,2,0
DEMECIO,2,0,2
JOSEIAS,6,0,6
NILIO,6,0,6
NYLZO,2,0,2
WILDJANE,1,0,0
EARL,1,0,1
MARIDORA,1,1,0
JOHANNA,3,2,1
ROSELÉ,1,0,1
NAJI,1,0,1
KLÍSSIA,1,1,0
DINORAIDE,1,1,0
VALTERÃO,2,0,2
NÉLYTON,1,0,1
MARILÉLIA,1,1,0
EDENITES,3,0,3
GEYSA,8,7,0
MARTEVANIA,3,3,0
VALVENARGUE,1,0,1
MERIELE,2,1,0
WALCEMOR,2,0,2
DESMAR,3,0,3
TEODORICO,42,0,36
LILIANO,3,0,3
ODERLY,4,0,4
SEMÍRAMIS,2,2,0
GERMINDA,1,1,0
IDELTONI,2,0,1
GISLANNY,2,2,0
LURINDO,2,0,2
LEVITH,1,0,1
VIVILI,6,5,0
SYRLENE,5,4,0
CLESSI,3,3,0
VERISVALDO,1,0,1
GIRLÊNIO,1,0,0
LINDOJONSO,2,0,2
SILEY,2,1,1
DELIENY,1,1,0
CLEYBE,4,2,2
GENIVAL,701,2,661
ARGENARIO,1,0,1
EDELCIMAR,1,0,1
MARILVA,5,5,0
HELBI,1,0,1
ROSSICLER,1,1,0
RONALT,10,0,9
CLAUDENITO,1,0,1
KAYRO,3,0,3
CLEUDINE,1,0,1
SIONI,1,1,0
JOTAÉ,1,0,1
GILVAIR,3,0,3
CLEIDELI,1,1,0
WEDES,1,0,1
MOURACIL,1,0,1
AURÍVIO,3,0,1
EDIO,214,0,198
PASTORA,6,4,0
HONOFRE,9,0,8
ROSEMIL,1,0,1
DELCIMIR,2,0,2
ABNADA,1,1,0
TOMASIANO,1,0,1
ALAN,683,2,626
VALKIR,3,0,3
JERZY,2,0,2
LIDECIO,1,0,1
RUDEMBERG,2,0,2
FLORENCO,1,0,1
GEISILANE,2,2,0
DARVI,1,0,1
JORACILDA,1,1,0
AURENIDES,1,1,0
JOSMAIR,2,0,2
DOESJKA,2,2,0
ORCELINO,10,0,10
SOLEIDE,1,1,0
GEILSA,10,10,0
ENEDETE,1,1,0
LEOCARDO,2,0,2
SUCENA,2,2,0
TALLITA,2,2,0
LAMONE,2,0,2
DEJACY,3,1,2
FRANCICLARA,1,1,0
LUDIO,13,0,13
CLERIA,50,50,0
ARIDELSO,2,0,2
NEDINO,9,0,9
PETRONILA,6,6,0
DEUZILENE,11,10,0
JAMAICA,6,6,0
SIMAILTON,1,0,1
GISA,7,7,0
GUEFERSON,1,0,0
IRACELMA,5,5,0
DELMALÚCIA,1,1,0
ENESIA,2,2,0
ROMONCITO,3,0,3
DURCIMAR,1,1,0
MARILHA,9,9,0
LUTECIA,3,2,0
JAMESLENE,5,4,0
JOANACI,1,1,0
NETESILIO,1,0,1
DULCIDES,2,2,0
CARUSO,2,0,2
ROZEMILCE,1,0,0
AGNELA,2,2,0
JENETE,4,4,0
ZILDENEIS,1,0,1
GEOVANDES,1,0,1
JOMELIA,1,1,0
MRCOS,1,0,1
DESYREE,1,0,0
GILDACY,6,4,2
ENIVA,4,2,2
OSLEM,2,0,2
IZONEY,1,0,1
DAYCI,1,1,0
ARDELI,2,0,2
DULCEVAL,1,0,1
ÉWERTON,2,0,2
ALDRIANI,1,0,1
SÍDNEY,1,0,1
DEUSLIRIO,3,0,3
OEZIO,1,0,1
LINDEUZA,1,1,0
GILDACIR,1,1,0
DJERSON,2,0,2
OLAIDE,5,0,5
JOCENIL,5,0,5
NELICO,6,0,6
FABYANA,1,1,0
FLORENI,3,1,2
VALMIRAL,14,0,14
ENISON,2,0,2
SAYLON,1,0,1
HUBENILDA,2,1,0
ROSILANDE,1,1,0
ALEHANDRA,1,1,0
MIRA,2,2,0
ARISTEA,1,1,0
BALSANULFO,1,0,1
HEND,1,1,0
KAYMI,1,0,1
LEOSDETE,1,0,1
LONDINO,1,0,1
SAGUINOLIA,1,1,0
ADILU,1,0,1
REJAIME,1,0,1
LÁUDIA,1,1,0
EMIZAEL,1,0,1
ADEGAER,2,0,2
ROSIMEIA,2,2,0
AGRIPA,1,0,1
CLARIM,4,0,4
MAICK,3,0,3
NEYTON,6,0,5
DUÍLIO,16,0,14
WEIDES,1,0,1
MONTOVANI,1,0,0
ANOELCIA,1,1,0
WELLGTON,3,0,3
GLEIZER,3,1,2
JOSELEITO,1,0,1
ÁGILA,1,1,0
VAULEMIR,2,0,2
BISMAK,3,0,3
JULICE,5,5,0
AYRTHON,6,0,3
AMYN,1,0,1
DELANOR,6,0,4
EGRE,1,1,0
RALILY,1,0,1
SUENILDO,2,0,2
AVINOR,3,0,3
LUZIMARIO,2,0,2
LINDMAR,1,0,1
SIGUINEI,3,0,3
JAMYS,1,0,1
NANCILDA,1,1,0
INGRACIO,2,0,2
AFRÊNI,1,0,0
DEUSIVONE,1,1,0
OTAVIANE,1,0,1
JOAEL,3,0,3
DEUCI,1,1,0
DEUZITO,2,0,2
CHATEAUBRIAND,3,0,3
ITOMAR,8,0,8
KERGISVALDO,1,0,1
WERTER,3,0,3
FRANCIELLY,10,8,0
ROMACYR,1,0,1
EVILÂNIO,1,0,1
OLIBIO,7,0,6
IDILAMAR,2,0,2
OSVALDECIR,1,0,1
DELCIQUE,1,0,1
ANÁLIO,2,0,1
DAHUD,1,0,1
LAZARA,91,87,0
AGNALCY,1,1,0
NIELTON,2,0,1
IREMÁ,4,0,4
LINDEIA,2,2,0
KILDER,14,0,12
AKILA,1,1,0
ALBEDY,2,0,2
ROUSCELINO,1,0,1
ROSIVANJA,1,0,0
DEOVANIR,2,0,2
GILDINEA,1,1,0
CLODOMIRA,4,4,0
DUCIVAL,1,0,1
DAILI,1,0,1
CLEONANCIO,1,0,1
JOVAEL,4,0,4
HENDIA,1,1,0
DEIDI,1,0,1
GUBERLANDO,1,0,1
WMAGUINON,3,0,3
PENILDON,1,0,1
ALISDETE,1,0,1
ALBARI,28,0,28
UILA,1,1,0
SARAIL,3,0,3
VALDELISE,3,1,0
GALCINDO,1,0,1
GÍLSON,3,0,1
SENIZA,2,2,0
PERCIDIA,1,1,0
ROCINI,1,0,1
CHOITI,2,0,2
ERITANIA,2,2,0
ETYENE,3,0,3
ODETES,1,0,1
ROZILEI,4,4,0
OCARLINDO,1,0,1
CLERINEA,1,1,0
ENEDIA,1,1,0
NEVILLE,2,0,2
ELISIOMAR,4,0,4
AFONS0,1,0,1
SERLANES,1,1,0
NANTES,2,0,2
ROSEMITA,1,1,0
SÍRLEI,1,0,1
VALCILÊNIO,1,0,1
MARLIR,3,3,0
ENOLIA,2,2,0
DONATO,165,0,160
ESTACIANO,2,0,2
DEUSNEY,1,0,1
MIRELLA,18,17,0
JACISLEI,1,1,0
REUNILDO,1,0,1
AVENIR,21,0,17
JOCINEA,3,3,0
AUREMITA,3,3,0
WISTER,3,0,3
VERONEIDA,1,1,0
GEANO,1,0,1
SIDONIO,10,0,10
AURÍ,2,1,1
MARQUIANO,2,0,2
AMABEL,3,2,1
MAURIENE,4,2,2
FRANCEMARY,1,1,0
NOERLI,1,1,0
EDIEGO,1,0,1
ROZALHA,1,1,0
CONVERSÃO,1,0,1
TÉO,1,0,1
ABEDIEL,4,0,4
NICANORA,2,2,0
DIOMARIA,2,2,0
EVANGELITA,1,1,0
ADILAMAR,4,4,0
EDEVALDE,7,0,5
ANDERLON,1,0,1
RIVANETE,3,3,0
RÚBEN,1,0,1
LENISMAR,1,0,1
ODENICIO,1,0,1
LENILDES,5,5,0
OBENILDO,1,0,1
DIONETE,12,11,1
RAMILSE,2,2,0
REINIVALDINA,1,1,0
DORCELI,5,4,1
LEOCIDIO,2,0,2
ERONDY,1,0,1
LANDOALDO,13,0,12
BERTHO,1,0,1
LÍLIAN,5,5,0
CLEIDIANE,33,32,1
EZUPERIO,1,0,1
ORELIANO,1,0,1
JAMISALIS,3,0,3
WALCLEBESON,1,0,1
HELENIZE,3,3,0
JANETHE,3,3,0
VALDETÁRIO,2,0,2
LEOBINO,23,0,23
GRACIELE,24,22,0
GIULBERTTE,1,0,1
INIGMAR,2,0,2
ELNATÃ,4,0,4
MARACY,3,3,0
HELENIO,2,0,2
JEWISON,1,0,1
ITATIANA,5,5,0
AIMES-JOHN,1,0,1
GRATULIANO,2,0,2
CRISNANDES,2,0,2
WILIAME,2,0,2
KAYO,6,1,2
TELEOMAR,2,0,2
EXPEDIVAN,1,0,1
ARSÉLIO,1,0,1
DECIONILA,1,1,0
GEDEONY,2,0,2
ALSÉRIO,2,0,2
MOÉSIO,7,0,3
RADA,2,0,0
SIMÁSIO,1,0,1
NIRVANIA,1,1,0
CLENE,2,1,1
PURANCI,3,0,3
JOSEVANIO,7,0,7
ZILPA,2,2,0
ORILTON,1,0,1
ROSELILSON,3,0,3
LEDOIR,1,0,1
ANNEMARI,2,2,0
GILCINEY,6,0,6
HONÉCIMO,2,0,2
WILDJA,1,1,0
OZIRIO,5,0,5
DEUSDEMES,3,0,3
TOMILUÁ,2,0,2
RUANLEMBERG,1,0,1
JOSIELLY,1,1,0
AMOREZIO,7,0,3
BERTONI,1,0,1
ISVAN,3,0,3
SIDENIL,7,0,6
LUCITANIA,3,3,0
URSOLINA,1,1,0
ALIMIRIO,3,0,3
GILNEIDE,6,6,0
ORCINEIA,1,1,0
LENE,8,6,0
GICÉLIA,14,13,0
VENILCE,1,0,1
ANATEVALTER,1,0,1
ELIONI,1,0,1
ALBERLANDIA,1,1,0
SÁTILA,1,1,0
ADELIZE,1,1,0
JÂNISSON,1,0,1
ROBERLAN,5,0,5
DEUEL,2,0,2
ROSIVANY,1,1,0
MABELE,3,3,0
JUDIRCE,1,1,0
ECHSON,1,0,1
EDINARIA,1,1,0
CATHY,1,1,0
DEREMIL,1,0,1
LIOSÓRIO,1,0,0
GRÁCIA,1,1,0
ILKO,4,0,3
RUDNÉIA,1,1,0
DERALDINO,19,0,18
GECELITO,1,0,1
ROBELIO,5,0,5
SUZILENE,4,4,0
DEYVISON,10,0,10
SUED,29,8,16
ELFRANIO,2,0,2
SEVEREINO,1,0,1
LEOVANIR,2,0,2
REISVELT,1,0,1
ROBERLENE,1,1,0
CIDINEIA,7,6,0
GLACI,67,60,6
MENTOR,2,0,2
ROSOLINO,1,0,1
EUCLEIDES,1,0,1
HOSANE,1,0,1
ALDAÍRES,1,1,0
ADIVAIR,4,0,4
LEUCIR,5,0,5
AURICLEBERT,1,0,1
QUERLE,3,3,0
JADNELSON,1,0,1
ELENIL,11,4,5
INÉZIO,2,0,2
ODINALVA,4,4,0
ARLANIO,1,0,1
SIRNANDES,1,0,1
LAMAILTON,1,0,1
HORMINIO,3,0,3
ANTOERSON,1,0,1
ELEUZINA,7,7,0
ELEIDA,3,3,0
JONHY,1,0,1
THELMIR,1,0,1
ROBENIL,2,0,2
GINALVO,2,0,2
LUZINIA,1,1,0
RUBENALVA,1,1,0
NADICIR,1,1,0
TELDES,2,2,0
DULIZETE,1,0,1
